date,code,company,market,category,level,score,matched,numbers,attention,title,url,announcementId,hasText,textChars
2026-06-04,601012,隆基绿能,SH,股东变动,高,100,质押,"1股、601012股、1,067,218,173股、2日、14.08%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于控股股东股份质押的公告,https://static.cninfo.com.cn/finalpage/2026-06-04/1225348192.PDF,1225348192,是,1542
2026-06-03,301171,易点天下,SZ,资本运作,高,100,上市、H股,2日、25日、13日、26日,投行、再融资、并购整合、资金用途和综合金融服务。,关于修订《公司章程》及相关议事规则、公司治理制度的公告（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345661.PDF,1225345661,是,20935
2026-06-03,301306,西测测试,SZ,资本运作,高,100,募投,"2日、1,400.00万元、21,100,000股、1.00元、43.23元",投行、再融资、并购整合、资金用途和综合金融服务。,关于使用自筹资金对部分募投项目追加投资的公告,https://static.cninfo.com.cn/finalpage/2026-06-03/1225346933.PDF,1225346933,是,3060
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,信息披露管理制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345671.PDF,1225345671,是,20246
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,公司章程（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345666.PDF,1225345666,是,41363
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,关联（连）交易管理制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345669.PDF,1225345669,是,12411
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,审计委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345664.PDF,1225345664,是,4404
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,战略委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345670.PDF,1225345670,是,1998
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,提名委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345665.PDF,1225345665,是,2125
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,独立董事工作制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345668.PDF,1225345668,是,7976
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,股东会议事规则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345663.PDF,1225345663,是,11007
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,董事会议事规则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345662.PDF,1225345662,是,5958
2026-06-04,688269,凯立新材,SH,分红业绩,中,75,权益分派,"0.30元、15日、130,704,000股、39,211,200.00元",市值管理、投资者沟通、分红服务和业绩压力观察。,2025年年度权益分派实施公告,https://static.cninfo.com.cn/finalpage/2026-06-04/1225349314.PDF,1225349314,是,2012
2026-06-03,301171,易点天下,SZ,治理人事,中,75,章程,"2日、24日、15日、471,885,905股、735,400股",董办关系维护、治理变化、关键联系人和客户关系提示。,关于变更注册资本及修订《公司章程》的公告,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345660.PDF,1225345660,是,1479
2026-06-03,301171,易点天下,SZ,治理人事,中,75,董事,"29日、2日、471,885,905股、618,520,992股",董办关系维护、治理变化、关键联系人和客户关系提示。,第五届董事会第十二次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345658.PDF,1225345658,是,2434
2026-06-04,002799,环球印务,SZ,治理人事,中,75,董事、高级管理人员,"3日、5,000万元、30万元、12个月",董办关系维护、治理变化、关键联系人和客户关系提示。,关于购买董事、高级管理人员责任险的公告,https://static.cninfo.com.cn/finalpage/2026-06-04/1225349623.PDF,1225349623,是,959
