date,code,company,businessViews,secondaryTags,fallbackFlags,readDecision,score,evidenceLevel,numbers,businessAction,followTarget,title,url,announcementId,hasText,textChars,evidenceSnippet
2026-07-02,920519,万德股份,股东服务,增持,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,13.1715%、0.9062%,跟踪开户、减持路径、质押风险、股东资金安排和财富管理触达。,控股股东 / 5%以上股东 / 董秘办,股东增持股份计划公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225405054.PDF,1225405054,是,1398,920519证券简称：万德股份公告编号：2026-044西安万德能源化学股份有限公司股东增持股份计划公告本公司及董事会全体成员保证公告内容的真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及
2026-07-02,688281,华秦科技,资金与财务,关联资金,关联交易/复杂交易,必须精读,77,PDF正文数字已核验,3.75%、3%、3.5%、2.5%、2%、2日,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于转让控股子公司部分股权暨关联交易进展的公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402536.PDF,1225402536,是,1769,秦科技公告编号：2026-033陕西华秦科技实业股份有限公司关于转让控股子公司部分股权暨关联交易进展的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。一、转
2026-07-03,002799,环球印务,资金与财务,担保,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,70%、100%、4.00%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于公司为子公司提供担保的进展公告,https://static.cninfo.com.cn/finalpage/2026-07-03/1225405749.PDF,1225405749,是,2647,证券简称：环球印务公告编号：2026-028西安环球印务股份有限公司关于公司为子公司提供担保的进展公告本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。特别提示：西安环球印务股份有限公司（以下简称
2026-07-03,601012,隆基绿能,资金与财务,担保,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,44.22%、50%、100%、30%、70%、53.29%、63.88%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于提供担保的进展公告,https://static.cninfo.com.cn/finalpage/2026-07-03/1225407027.PDF,1225407027,是,4187,GK隆基01债券代码:244386债券简称:GK隆基02隆基绿能科技股份有限公司关于提供担保的进展公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内容提
2026-07-02,003009,中天火箭,资本运作、资金与财务,募投/补流、关联资金,关联交易/复杂交易、低价值固定披露,必须精读,71,PDF正文已命中,,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西中天火箭技术股份有限公司关于召开2026年第二次临时股东会的通知公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402747.PDF,1225402747,是,3753,的栏目可以投票100总议案：除累积投票提案外的所有提案√非累积投票议案1.00《关于部分募集资金投资项目结项并将节余募集资金永久补充流动资金的议案》√2.00《关于调整2026年度日常关联交易预计事项的议案》√（二）披露情况以上议案已经公司第四 / 投资项目结项并将节余募集资金永久补充流动资金的议案》√2.00《关于调整2026年度日常关联交易预计事项的议案》√（二）披露情况以上议案已经公司第四届董事会第三十二次会议审议通过，上述议案的内容详见公司于2026年7月1日刊登在《证券时报》、《
2026-07-02,003009,中天火箭,资本运作、资金与财务,募投/补流、关联资金,关联交易/复杂交易,必须精读,71,PDF正文已命中,,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西中天火箭技术股份有限公司第四届董事会第三十二次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402746.PDF,1225402746,是,1359,立董事）文、段英（独立董事）表决结果：同意9票；反对0票；弃权0票。（二）审议《关于部分募集资金投资项目结项并将节余募集资金永久补充流动资金的议案》会议审议并通过了《关于部分募集资金投资项目结项并将节余募集资金永久补充流动资金的议案》。详见公司 / 意9票；反对0票；弃权0票。本议案需提交股东会审议。（三）审议《关于调整2026年度日常关联交易预计事项的议案》详见公司同日刊登在《证券时报》、《中国证券报》、巨潮资讯网等公司指定信息披露媒体的《陕西中天火箭技术股份有限公司关于调整2026年度
2026-07-02,001299,美能能源,资本运作,募投/补流,数字异常事项、关联交易/复杂交易,必须精读,67,PDF正文数字已核验,90%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,关于部分募集资金专户完成销户的公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402893.PDF,1225402893,是,2248,99证券简称：美能能源公告编号：2026-043陕西美能清洁能源集团股份有限公司关于部分募集资金专户完成销户的公告一、募集资金基本情况经中国证券监督管理委员会《关于核准陕西美能清洁能源集团股份有限公司首次公开发行股票的批复》（证监许可〔2022
2026-07-02,300103,达刚控股,未归类,,未覆盖高价值事项、关联交易/复杂交易,必须精读,59,PDF正文数字已核验,0.01%、0.737%,保留底稿，结合公告原文判断是否进入正式早报。,董秘办,关于回购公司股份的进展公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402887.PDF,1225402887,是,1452,"，公司已于2026年5月13日首次回购33,300股公司股份，占公司目前总股本的比例约为0.01%。根据《上市公司股份回购规则》《深圳证券交易所上市公司自律监管指引第9号——回购股份》等相关规定，公司应当在每个月的前三个交易日内披露截至上月末的回 / 或重大遗漏。2方式累计回购公司股份数量为2,342,000股，占公司目前总股本的比例约为0.737%，最高成交价为9.51元/股，最低成交价为7.33元/股，资金发生总额为20,429,631.98元（含交易费用）。本次回购符合相关法律法规及公司既"
2026-07-02,301589,诺瓦星云,未归类,,未覆盖高价值事项,必须精读,57,PDF正文数字已核验,4.0000%、1.5000%、1.2500%、0.1152%、0.8482%、0.5366%、0.5000%、2.5000%,保留底稿，结合公告原文判断是否进入正式早报。,董秘办,关于受让参股公司股权暨与关联方共同投资的进展公告,https://static.cninfo.com.cn/finalpage/2026-07-02/1225405175.PDF,1225405175,是,1592,"股份有限公司（以下简称“广东高云”或“目标公司”）合计740万股股份，占广东高云总股本的4.0000%，股权转让对价总额为8,000万元。其中，公司拟以3,000万元从深圳市安帆二号投资合伙企业（有限合伙）（以下简称“安帆二号”）、淄博财信一号投资合 / 限公司（以下简称“财信汇金”）处合计受让广东高云277.50万股股份，占广东高云总股本的1.5000%。袁胜春先生、宗靖国先生拟分别以2,500万元从安帆二号处受让广东高云231.25万股股份，占广东高云总股本的1.2500%。具体内容详见公司于20"
2026-07-02,301517,陕西华达,未归类,,未覆盖高价值事项、数字异常事项、关联交易/复杂交易、低价值固定披露,必须精读,53,PDF正文数字已核验,17日、5%、16日、2日,保留底稿，结合公告原文判断是否进入正式早报。,董秘办,关于召开2026年第一次临时股东会的通知,https://static.cninfo.com.cn/finalpage/2026-07-02/1225402920.PDF,1225402920,是,3847,6年第一次临时股东会的通知陕西华达科技股份有限公司（以下简称“公司”）定于2026年7月17日（星期五）15:30召开2026年第一次临时股东会，本次会议采取现场表决与网络投票相结合的方式召开，现将有关事项通知如下：一、召开会议的基本情况1、 / 况进行单独计票并及时公开披露（中小投资者是指除公司董事、高级管理人员及单独或合计持有公司5%以上股份的股东以外的其他股东）。三、会议登记等事项1、登记方式（1）自然人股东亲自出席会议的，应出示本人身份证原件和有效持股凭证原件；委托他人代理出
