date,code,company,businessViews,secondaryTags,fallbackFlags,readDecision,score,evidenceLevel,numbers,businessAction,followTarget,title,url,announcementId,hasText,textChars,evidenceSnippet
2026-06-22,300397,天和防务,资金与财务,担保,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,"100%、22日、15日、人民币160,000万元、70%、人民币4,500万元、人民币154,500万元、人民币1,000万元",跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于为全资子公司提供担保的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-22/1225381430.PDF,1225381430,是,2513,简称：天和防务公告编号：2026-026西安天和防务技术股份有限公司关于为全资子公司提供担保的进展公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。特别风险提示：截至本公告披露日，西安天和防务
2026-06-22,600456,宝钛股份,资本运作,可转债,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,6.45%、30%、80%、40%、20%、5%、70%、30.73%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,宝鸡钛业股份有限公司向不特定对象发行可转换公司债券募集说明书,https://static.cninfo.com.cn/finalpage/2026-06-22/1225379982.PDF,1225379982,是,239426,"IndustryCo.,Ltd.（陕西省宝鸡市高新开发区高新大道88号）向不特定对象发行可转换公司债券募集说明书保荐人（主承销商）（陕西省西安市新城区东新街319号8幢10000室）（副主承销商）二〇二六年六月宝鸡钛业股份有限公司向不特定对象发行可转"
2026-06-22,600456,宝钛股份,资本运作,可转债,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,6.45%、30%、80%、40%、20%、5%、70%、30.73%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,宝鸡钛业股份有限公司向不特定对象发行可转换公司债券募集说明书摘要,https://static.cninfo.com.cn/finalpage/2026-06-22/1225379931.PDF,1225379931,是,137904,"IndustryCo.,Ltd.（陕西省宝鸡市高新开发区高新大道88号）向不特定对象发行可转换公司债券募集说明书摘要保荐人（主承销商）（陕西省西安市新城区东新街319号8幢10000室）（副主承销商）二〇二六年六月宝鸡钛业股份有限公司向不特定对象发行"
2026-06-23,301171,易点天下,资金与财务,担保,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,70%、100%、31日、28.81%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于为全资孙公司提供担保的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-23/1225380482.PDF,1225380482,是,1825,简称：易点天下公告编号：2026-058易点天下网络科技股份有限公司关于为全资孙公司提供担保的进展公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。一、对外担保及进展情况概述1、近期，为确保易
2026-06-22,920640,富士达,治理关系,董监高变动,关联交易/复杂交易,必须精读,67,PDF正文数字已核验,0%、0.0085%,更新关键联系人，关注治理结构、章程制度和后续资本市场沟通口径。,董秘办 / 证券事务代表 / 财务负责人 / 管理层,高级管理人员变动公告,https://static.cninfo.com.cn/finalpage/2026-06-22/1225381005.PDF,1225381005,是,1550,券代码：920640证券简称：富士达公告编号：2026-051中航富士达科技股份有限公司高级管理人员变动公告本公司及董事会全体成员保证公告内容的真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带
2026-06-23,603139,康惠股份,资金与财务,授信/贷款、担保,数字异常事项,建议精读,73,PDF正文数字已核验,49%、100%、51%、18.05%、1.15%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,康惠股份关于为菩丰堂提供担保贷款逾期的公告,https://static.cninfo.com.cn/finalpage/2026-06-23/1225381520.PDF,1225381520,是,2977,简称：康惠股份公告编号：2026-048陕西康惠制药股份有限公司关于公司为菩丰堂提供担保贷款逾期的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内容提 / 证券简称：康惠股份公告编号：2026-048陕西康惠制药股份有限公司关于公司为菩丰堂提供担保贷款逾期的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内
2026-06-22,300775,三角防务,资金与财务,现金管理,常规底稿,建议精读,65,PDF正文数字已核验,3.10%、1.80%、2.20%、3.25%、2.90%、2.25%、2.75%、2.40%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于使用部分闲置自有资金进行现金管理到期赎回并继续进行现金管理的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-22/1225380433.PDF,1225380433,是,5244,代码：123114债券简称：三角转债西安三角防务股份有限公司关于使用部分闲置自有资金进行现金管理到期赎回并继续进行现金管理的进展公告本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。西安三角防务股份有
2026-06-23,600665,天地源,资金与财务,担保,数字异常事项,建议精读,65,PDF正文数字已核验,50%、100%、30%、70%、5.9%、179.68%、163.97%、161.12%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,天地源股份有限公司为下属公司提供担保的公告,https://static.cninfo.com.cn/finalpage/2026-06-23/1225381354.PDF,1225381354,是,2762,称：25天地二债券代码：259414债券简称：25天地三天地源股份有限公司为下属公司提供担保的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内容提示：
2026-06-22,600456,宝钛股份,资本运作,可转债,长文档待精读、数字异常事项,建议精读,65,PDF正文数字已核验,"350,000万元、5%、30%",跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,宝鸡钛业股份有限公司向不特定对象发行可转换公司债券发行公告,https://static.cninfo.com.cn/finalpage/2026-06-22/1225379952.PDF,1225379952,是,20127,码：600456证券简称：宝钛股份公告编号：2026-022宝鸡钛业股份有限公司公开发行可转换公司债券发行公告保荐机构（主承销商）：西部证券股份有限公司本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性
2026-06-22,600456,宝钛股份,资本运作,募投/补流,数字异常事项,建议精读,65,PDF正文数字已核验,0.10%、0.30%、0.60%、1.00%、1.50%、2.00%、85%、106%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,宝鸡钛业股份有限公司第八届董事会第二十三次临时会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-22/1225379943.PDF,1225379943,是,8768,"决结果：同意9票，反对0票，弃权0票，回避0票。（二）发行规模和发行数量本次拟发行可转债募集资金总额为人民币350,000.00万元，发行数量为3,500,000手（35,000,000张）。表决结果：同意9票，反对0票，弃权0票，回避0票。（"
