date,code,company,businessViews,secondaryTags,fallbackFlags,readDecision,score,evidenceLevel,numbers,businessAction,followTarget,title,url,announcementId,hasText,textChars,evidenceSnippet
2026-06-27,601369,陕鼓动力,资本运作、资金与财务,并购重组、关联资金,数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,36.06%、63.94%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,西安陕鼓动力股份有限公司关于筹划发行股份购买资产暨关联交易事项的停牌公告,https://static.cninfo.com.cn/finalpage/2026-06-27/1225392075.PDF,1225392075,是,2095,9证券简称：陕鼓动力公告编号：临2026-026西安陕鼓动力股份有限公司关于筹划发行股份购买资产暨关联交易事项的停牌公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责 / ：陕鼓动力公告编号：临2026-026西安陕鼓动力股份有限公司关于筹划发行股份购买资产暨关联交易事项的停牌公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内
2026-06-26,300487,蓝晓科技,激励与员工、业绩与分红,股权激励、分红/权益分派,常规底稿,必须精读,89,PDF正文数字已核验,1.2023年、23日、10股、6.42元、5股、92.73元/股、61.39元/股、26日,跟踪授予、归属、行权、员工账户、行权资金和股份支付费用。,董秘办 / 人力资源 / 财务负责人 / 激励对象服务团队,关于 “蓝晓转02” 转股价格调整的公告,https://static.cninfo.com.cn/finalpage/2026-06-26/1225392924.PDF,1225392924,是,5261,公司召开第四届董事会第二十一次会议、第四届监事会第十九次会议，审议通过了《关于2021年限制性股票授予计划首次授予部分第一个归属期条件成就的议案》。董事会认为公司2021年限制性股票激励计划首次授予部分第一个归属期归属条件已经成就，公司向322名 / 次调整情况1.2023年5月23日，公司召开2022年度股东大会，审议通过了2022年度权益分派方案。公司拟定的2022年度利润分配方案为：拟以实施2022年年度权益分配方案时股权登记日的总股本为基数，每10股派送现金股利6.42元（含税），以
2026-06-26,603139,康惠股份,激励与员工,股权激励、授予/归属,数字异常事项、关联交易/复杂交易,必须精读,85,PDF正文数字已核验,25日、799.04万股、20元/股、36个月、12个月、51名、40%、30%,跟踪授予、归属、行权、员工账户、行权资金和股份支付费用。,董秘办 / 人力资源 / 财务负责人 / 激励对象服务团队,康惠股份关于向2026年限制性股票激励计划激励对象授予限制性股票的公告,https://static.cninfo.com.cn/finalpage/2026-06-26/1225388845.PDF,1225388845,是,4461,39证券简称：康惠股份公告编号：2026-054陕西康惠制药股份有限公司关于向2026年限制性股票激励计划激励对象授予限制性股票的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整 / 编号：2026-054陕西康惠制药股份有限公司关于向2026年限制性股票激励计划激励对象授予限制性股票的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要
2026-06-27,000812,陕西金叶,资金与财务,授信/贷款、担保,数字异常事项、关联交易/复杂交易,必须精读,85,PDF正文数字已核验,"27日、人民币311,929,800元、100%、31日、228,410.10万元、46,635.32万元、1,032.17万元、275,411.05万元",跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于公司向银行等金融机构申请综合授信敞口额度及担保事项的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-27/1225390363.PDF,1225390363,是,5608,西金叶公告编号:2026-38号陕西金叶科教集团股份有限公司关于公司向银行等金融机构申请综合授信敞口额度及担保事项的进展公告本公司及董事局全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。一、概述陕西金叶科教集团股 / 026-38号陕西金叶科教集团股份有限公司关于公司向银行等金融机构申请综合授信敞口额度及担保事项的进展公告本公司及董事局全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。一、概述陕西金叶科教集团股份有限公司（简
2026-06-27,003009,中天火箭,资本运作,可转债,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,0.20%、0.30%、0.40%、1.50%、1.80%、2.00%、100%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西中天火箭技术股份有限公司公开发行可转换公司债券受托管理事务报告（2025年度）,https://static.cninfo.com.cn/finalpage/2026-06-27/1225391033.PDF,1225391033,是,10141,司（住所：陕西省西安市雁塔区高新区创业大厦八楼C座）陕西中天火箭技术股份有限公司公开发行可转换公司债券受托管理事务报告（2025年度）债券受托管理人（住所：北京市朝阳区建国门外大街1号国贸大厦2座27层及28层）二〇二六年六月1重要声明本报告依据《公
2026-06-27,001231,农心科技,资本运作,募投/补流,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,82.30%、45.12%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,农心作物科技股份有限公司关于调整部分募投项目达到预定可使用状态时间的公告,https://static.cninfo.com.cn/finalpage/2026-06-27/1225392102.PDF,1225392102,是,5180,1231证券简称：农心科技公告编号：2026-031农心作物科技股份有限公司关于调整部分募投项目达到预定可使用状态时间的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。农心作物科技股份有限公
2026-06-27,001231,农心科技,资本运作,募投/补流,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,82.30%、45.12%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,华泰联合证券有限责任公司关于农心作物科技股份有限公司调整部分募投项目达到预定可使用状态时间的核查意见,https://static.cninfo.com.cn/finalpage/2026-06-27/1225392105.PDF,1225392105,是,4935,华泰联合证券有限责任公司关于农心作物科技股份有限公司调整部分募投项目达到预定可使用状态时间的核查意见华泰联合证券有限责任公司（以下简称“华泰联合证券”或“保荐人”）作为农心作物科技股份有限公司（以下简称“农心科技
2026-06-26,920564,天润科技,资金与财务,关联资金,数字异常事项、关联交易/复杂交易、低价值固定披露,必须精读,77,PDF正文数字已核验,71.9950%、0.0355%、100%、0%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,2026年第二次临时股东会决议公告,https://static.cninfo.com.cn/finalpage/2026-06-26/1225391197.PDF,1225391197,是,1136,数的0%；弃权股数0股，占本次股东会有表决权股份总数的0%。2.回避表决情况本议案不涉及关联交易事项，无需回避表决。三、律师见证情况（一）律师事务所名称：北京市中伦律师事务所（二）律师姓名：王敦平、谷阳博（三）结论性意见本所律师认为，公司202
2026-06-26,920564,天润科技,治理关系,章程治理,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,50.4%、49%、0.6%、100.00%、10%、25%、5%,更新关键联系人，关注治理结构、章程制度和后续资本市场沟通口径。,董秘办 / 证券事务代表 / 财务负责人 / 管理层,公司章程,https://static.cninfo.com.cn/finalpage/2026-06-26/1225391196.PDF,1225391196,是,34273,陕西天润科技股份有限公司公司章程二〇二六年六月目录第一章总则........................................................1第二章
2026-06-27,001299,美能能源,资本运作,并购重组,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,90%、30%、90.00%、10.00%、100.00%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,关于收购上海立成90%股权进展暨完成工商变更登记的公告,https://static.cninfo.com.cn/finalpage/2026-06-27/1225389920.PDF,1225389920,是,1748,1299证券简称：美能能源公告编号：2026-042陕西美能清洁能源集团股份有限公司关于收购上海立成90%股权进展暨完成工商变更登记的公告一、交易概述陕西美能清洁能源集团股份有限公司（以下简称“公司”）分别于2026年5月21日、2026年
