date,code,company,market,category,level,score,matched,numbers,attention,title,url,announcementId,hasText,textChars
2026-06-03,301171,易点天下,SZ,资本运作,高,100,上市、H股,2日、25日、13日、26日,投行、再融资、并购整合、资金用途和综合金融服务。,关于修订《公司章程》及相关议事规则、公司治理制度的公告（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345661.PDF,1225345661,是,20935
2026-06-03,301306,西测测试,SZ,资本运作,高,100,募投,"2日、1,400.00万元、21,100,000股、1.00元、43.23元",投行、再融资、并购整合、资金用途和综合金融服务。,关于使用自筹资金对部分募投项目追加投资的公告,https://static.cninfo.com.cn/finalpage/2026-06-03/1225346933.PDF,1225346933,是,3060
2026-06-02,601225,陕西煤业,SH,资本运作,高,100,融资租赁,20.5亿元、3.05%、45BP、15年、12个月,投行、再融资、并购整合、资金用途和综合金融服务。,陕西煤业股份有限公司关于子公司所属企业办理融资租赁业务暨关联交易的公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225341661.PDF,1225341661,是,2373
2026-06-02,600302,标准股份,SH,风险监管,高,100,异常波动,"28日、29日、1日、12%、14,387.65万元",客户风险沟通、合规整改、交易波动和后续披露跟踪。,标准股份股票交易异常波动公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225343149.PDF,1225343149,是,2572
2026-06-02,688150,莱特光电,SH,资本运作,高,92,可转换公司债券,14日、1日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于向不特定对象发行可转换公司债券预案及相关文件修订情况说明的公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344168.PDF,1225344168,是,2862
2026-06-02,688150,莱特光电,SH,资本运作,高,92,可转换公司债券,1日、2日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于向不特定对象发行可转换公司债券预案（修订稿）披露的提示性公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344172.PDF,1225344172,是,682
2026-06-02,688150,莱特光电,SH,资本运作,高,92,可转换公司债券,14日、1日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于调整向不特定对象发行可转换公司债券方案的公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344175.PDF,1225344175,是,1624
2026-06-02,688122,西部超导,SH,资本运作,高,92,上市,2日、1日,投行、再融资、并购整合、资金用途和综合金融服务。,关于控股子公司西安聚能超导磁体科技股份有限公司拟向不特定合格投资者公开发行股票并在北京证券交易所上市的提示性公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225341967.PDF,1225341967,是,2754
2026-06-02,300140,节能环境,SZ,资本运作,高,88,重大资产、重组,2日,投行、再融资、并购整合、资金用途和综合金融服务。,2026-36 关于拟参与关联方重大资产重组的提示性公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225347474.PDF,1225347474,是,2142
2026-06-02,688150,莱特光电,SH,资本运作,高,88,可转换公司债券、募集资金,"69,800.00万元",投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券募集资金使用可行性分析报告（修订稿）,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344167.PDF,1225344167,是,13289
2026-06-02,688150,莱特光电,SH,资本运作,高,88,可转换公司债券,688150股,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券预案（修订稿）,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344173.PDF,1225344173,是,30175
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,信息披露管理制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345671.PDF,1225345671,是,20246
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,公司章程（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345666.PDF,1225345666,是,41363
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,关联（连）交易管理制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345669.PDF,1225345669,是,12411
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,审计委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345664.PDF,1225345664,是,4404
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,战略委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345670.PDF,1225345670,是,1998
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,提名委员会工作细则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345665.PDF,1225345665,是,2125
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,独立董事工作制度（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345668.PDF,1225345668,是,7976
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,股东会议事规则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345663.PDF,1225345663,是,11007
2026-06-03,301171,易点天下,SZ,资本运作,高,84,上市、H股,,投行、再融资、并购整合、资金用途和综合金融服务。,董事会议事规则（草案）（H股发行并上市后适用）,https://static.cninfo.com.cn/finalpage/2026-06-03/1225345662.PDF,1225345662,是,5958
2026-06-02,688150,莱特光电,SH,资本运作,高,84,可转换公司债券,,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于公司向不特定对象发行可转换公司债券摊薄即期回报、采取填补措施及相关主体承诺（修订稿）的公告,https://static.cninfo.com.cn/finalpage/2026-06-02/1225344164.PDF,1225344164,是,8357
