date,code,company,market,category,level,score,matched,numbers,attention,title,url,announcementId,hasText,textChars
2026-06-10,003009,中天火箭,SZ,股东变动,高,100,减持、一致行动、持股,"5%、50,740,000股、30.80%、22,376,896股、13.59%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,陕西中天火箭技术股份有限公司关于持股5%以上股东及其一致行动人减持股份预披露的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360241.PDF,1225360241,是,3128
2026-06-09,601568,北元集团,SH,股东变动,高,100,减持、权益变动、持股,"5%、979,303,034股、24.65%、93,041,666股、2.34%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,陕西北元化工集团股份有限公司持股5%以上股东减持股份结果暨权益变动触及5%整数倍的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357536.PDF,1225357536,是,2516
2026-06-10,002864,盘龙药业,SZ,股东变动,高,100,持股,12日、26日、13日、27日,开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于第一期员工持股计划非交易过户完成的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225359617.PDF,1225359617,是,3297
2026-06-09,601012,隆基绿能,SH,股东变动,高,100,质押、解除质押,"1股、601012股、1,067,218,173股、5日、14.08%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于控股股东股份解除质押的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225356703.PDF,1225356703,是,1277
2026-06-09,000610,西安旅游,SZ,风险监管,高,100,债务,"10日、2.265亿元、25日、55,466,733元、62,914,460元",客户风险沟通、合规整改、交易波动和后续披露跟踪。,关于债务人被申请破产清算的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358854.PDF,1225358854,是,869
2026-06-10,002864,盘龙药业,SZ,股东变动,高,96,持股,"8日、5,811,660份、100%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于第一期员工持股计划第一次持有人会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225359618.PDF,1225359618,是,2083
2026-06-09,003009,中天火箭,SZ,风险监管,高,96,异常波动,5日、8日、25.44%,客户风险沟通、合规整改、交易波动和后续披露跟踪。,陕西中天火箭技术股份有限公司股票交易异常波动公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357298.PDF,1225357298,是,1000
2026-06-09,600665,天地源,SH,风险监管,高,92,诉讼,"139,888,929.07元、291,427,591.56元",客户风险沟通、合规整改、交易波动和后续披露跟踪。,天地源股份有限公司关于诉讼进展的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357736.PDF,1225357736,是,1940
2026-06-09,601568,北元集团,SH,股东变动,高,88,权益变动,5日,开户、减持服务、股东关系维护、质押风险和财富管理触达。,陕西北元化工集团股份有限公司简式权益变动报告书,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357537.PDF,1225357537,是,5130
2026-06-09,302132,中航成飞,SZ,分红业绩,中,75,权益分派,"22日、2,672,091,376股、10股、3.860000元、1,031,427,271.14元",市值管理、投资者沟通、分红服务和业绩压力观察。,2025年年度权益分派实施公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225361366.PDF,1225361366,是,2061
2026-06-09,688813,泰金新能,SH,分红业绩,中,75,利润分配,"0.5元、31日、502,694,826.50元、10股、5元",市值管理、投资者沟通、分红服务和业绩压力观察。,西安泰金新能科技股份有限公司关于2025年度利润分配方案的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359032.PDF,1225359032,是,1118
2026-06-10,605033,美邦股份,SH,分红业绩,中,75,权益分派,"0.1元、22日、135,200,000股、13,520,000元",市值管理、投资者沟通、分红服务和业绩压力观察。,陕西美邦药业集团股份有限公司2025年年度权益分派实施公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360312.PDF,1225360312,是,1938
2026-06-09,688281,华秦科技,SH,治理人事,中,75,章程,"18日、10股、1.6元、4股、27,257.0675万股",董办关系维护、治理变化、关键联系人和客户关系提示。,关于变更公司注册资本、修订《公司章程》并完成工商变更登记的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357110.PDF,1225357110,是,1694
2026-06-09,688813,泰金新能,SH,治理人事,中,75,章程,"8日、4,000.00万股、12,000.00万元、16,000.00万元、12,000.00万股",董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司变更经营范围、修订《公司章程》并办理工商变更登记的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359034.PDF,1225359034,是,2500
2026-06-09,300164,通源石油,SZ,治理人事,中,75,董事、换届,28日、30日、6年、8日,董办关系维护、治理变化、关键联系人和客户关系提示。,关于董事会提前换届选举的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357137.PDF,1225357137,是,3183
2026-06-10,688550,瑞联新材,SH,激励回购,中,75,限制性股票、归属、授予,222.3678万股、671.30万股、872.69万股、541.30万股、703.69万股,股权激励综合服务、员工账户、行权资金和股份支付影响。,关于2024年限制性股票激励计划首次授予部分第二个归属期及预留授予部分第一个归属期符合归属条件的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360660.PDF,1225360660,是,13893
2026-06-10,688550,瑞联新材,SH,激励回购,中,75,限制性股票、授予,14.12元/股、13.22元/股、9日、10日,股权激励综合服务、员工账户、行权资金和股份支付影响。,关于调整2024年限制性股票激励计划授予价格的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360668.PDF,1225360668,是,4001
2026-06-09,300775,三角防务,SZ,分红业绩,中,71,权益分派,19日、10股、1.00元,市值管理、投资者沟通、分红服务和业绩压力观察。,2025年年度权益分派实施公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225360907.PDF,1225360907,是,1922
2026-06-10,688550,瑞联新材,SH,治理人事,中,71,章程,"28日、1,755万股、2日",董办关系维护、治理变化、关键联系人和客户关系提示。,公司章程（2026年6月）,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360676.PDF,1225360676,是,47685
2026-06-10,688550,瑞联新材,SH,治理人事,中,71,董事,29日、9日、28日,董办关系维护、治理变化、关键联系人和客户关系提示。,第四届董事会第五次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360665.PDF,1225360665,是,2916
2026-06-09,600928,西安银行,SH,治理人事,中,71,董事,2日、8日、50%,董办关系维护、治理变化、关键联系人和客户关系提示。,西安银行股份有限公司第六届董事会第三十六次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357748.PDF,1225357748,是,1554
2026-06-10,600706,曲江文旅,SH,治理人事,中,67,董事,29日、9日,董办关系维护、治理变化、关键联系人和客户关系提示。,西安曲江文化旅游股份有限公司第十届董事会第四十六次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225361567.PDF,1225361567,是,662
2026-06-09,000610,西安旅游,SZ,治理人事,中,67,董事,8日、5日,董办关系维护、治理变化、关键联系人和客户关系提示。,第十一届董事会2026年第四次临时会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358912.PDF,1225358912,是,647
2026-06-09,300164,通源石油,SZ,治理人事,中,67,董事,8日、4日,董办关系维护、治理变化、关键联系人和客户关系提示。,第八届董事会第三十次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357135.PDF,1225357135,是,2102
2026-06-09,000563,陕国投A,SZ,治理人事,中,67,董事,1日、5日,董办关系维护、治理变化、关键联系人和客户关系提示。,第十届董事会第四十次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358484.PDF,1225358484,是,962
2026-06-10,688550,瑞联新材,SH,激励回购,中,67,限制性股票、归属、授予、作废,9日、10日,股权激励综合服务、员工账户、行权资金和股份支付影响。,关于作废部分2024年限制性股票激励计划已授予尚未归属的第二类限制性股票的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360692.PDF,1225360692,是,3949
2026-06-09,688813,泰金新能,SH,治理人事,中,63,董事、独立董事,8日,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司董事会关于独立董事独立性情况的专项报告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359033.PDF,1225359033,是,463
2026-06-10,688550,瑞联新材,SH,治理人事,中,63,章程,9日,董办关系维护、治理变化、关键联系人和客户关系提示。,关于变更公司注册资本、修订《公司章程》并办理工商变更登记的公告,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360681.PDF,1225360681,是,993
2026-06-09,688281,华秦科技,SH,治理人事,中,59,章程,,董办关系维护、治理变化、关键联系人和客户关系提示。,陕西华秦科技实业股份有限公司章程（2026年6月）,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357096.PDF,1225357096,是,44774
2026-06-09,688813,泰金新能,SH,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司2025年度独立董事述职报告（刘刚）,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359028.PDF,1225359028,是,3589
2026-06-09,688813,泰金新能,SH,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司2025年度独立董事述职报告（王超）,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359029.PDF,1225359029,是,3692
2026-06-09,688813,泰金新能,SH,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司2025年度独立董事述职报告（马治国）,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359025.PDF,1225359025,是,4171
2026-06-09,688813,泰金新能,SH,治理人事,中,59,章程,,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司章程,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359035.PDF,1225359035,是,42151
2026-06-09,688813,泰金新能,SH,治理人事,中,59,董事、高级管理人员,,董办关系维护、治理变化、关键联系人和客户关系提示。,西安泰金新能科技股份有限公司董事、高级管理人员薪酬管理制度,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359027.PDF,1225359027,是,2396
2026-06-09,300164,通源石油,SZ,治理人事,中,59,章程,,董办关系维护、治理变化、关键联系人和客户关系提示。,公司章程,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357142.PDF,1225357142,是,41716
2026-06-09,300164,通源石油,SZ,治理人事,中,59,章程,,董办关系维护、治理变化、关键联系人和客户关系提示。,公司章程修正案,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357144.PDF,1225357144,是,514
2026-06-09,300164,通源石油,SZ,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,独立董事候选人声明与承诺-周龙,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357139.PDF,1225357139,是,0
2026-06-09,300164,通源石油,SZ,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,独立董事候选人声明与承诺-强力,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357140.PDF,1225357140,是,0
2026-06-09,300164,通源石油,SZ,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,独立董事提名人声明与承诺-周龙,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357141.PDF,1225357141,是,0
2026-06-09,300164,通源石油,SZ,治理人事,中,59,董事、独立董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,独立董事提名人声明与承诺-强力,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357138.PDF,1225357138,是,0
2026-06-09,300164,通源石油,SZ,治理人事,中,59,董事,,董办关系维护、治理变化、关键联系人和客户关系提示。,董事会议事规则,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357143.PDF,1225357143,是,10431
2026-06-10,688550,瑞联新材,SH,激励回购,中,59,限制性股票、归属、授予、作废,,股权激励综合服务、员工账户、行权资金和股份支付影响。,关于西安瑞联新材料股份有限公司2024年限制性股票激励计划授予价格调整、部分作废处理及首次授予部分第二个归属期、预留授予部分第一个归属期符合归属条件相关事项之法律意见书,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360677.PDF,1225360677,是,12789
2026-06-10,688550,瑞联新材,SH,激励回购,中,59,限制性股票、归属、授予,,股权激励综合服务、员工账户、行权资金和股份支付影响。,董事会薪酬与考核委员会关于2024年限制性股票激励计划首次授予部分第二个归属期及预留授予部分第一个归属期归属名单的核查意见,https://static.cninfo.com.cn/finalpage/2026-06-10/1225360671.PDF,1225360671,是,726
2026-06-09,000563,陕国投A,SZ,会议固定,低,37,股东会,8日、1日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,2026年第一次临时股东会议案,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358486.pdf,1225358486,是,3357
2026-06-10,600706,曲江文旅,SH,会议固定,低,33,股东会,30日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,西安曲江文化旅游股份有限公司关于召开2025年年度股东会的通知,https://static.cninfo.com.cn/finalpage/2026-06-10/1225361570.PDF,1225361570,是,2743
2026-06-09,688813,泰金新能,SH,会议固定,低,33,审计,31日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,西安泰金新能科技股份有限公司2025年度内部控制审计报告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359038.PDF,1225359038,是,704
2026-06-09,688813,泰金新能,SH,会议固定,低,33,股东会,29日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,西安泰金新能科技股份有限公司关于召开2025年年度股东会的通知,https://static.cninfo.com.cn/finalpage/2026-06-09/1225359037.PDF,1225359037,是,3381
2026-06-09,001299,美能能源,SZ,会议固定,低,33,股东会,8日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,2026年第一次临时股东会决议公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357128.PDF,1225357128,是,2557
2026-06-09,000610,西安旅游,SZ,会议固定,低,33,股东会,24日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,关于召开2026年第四次临时股东会的通知,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358913.PDF,1225358913,是,2874
2026-06-09,000563,陕国投A,SZ,会议固定,低,33,股东会,26日,通常为固定披露；作为补漏底稿保留，必要时关联主公告核验。,关于召开2026年第一次临时股东会的通知,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358485.PDF,1225358485,是,3363
2026-06-09,300775,三角防务,SZ,其他公告,低,30,,31.39元/股、31.29元/股、16日、25日、100元,底稿保留，防止标题口径外的遗漏。,关于三角转债转股价格调整的公告,https://static.cninfo.com.cn/finalpage/2026-06-09/1225360906.PDF,1225360906,是,4984
