date,code,company,market,category,level,score,matched,numbers,attention,title,url,announcementId,hasText,textChars
2026-06-30,000837,秦川机床,SZ,股东变动,高,100,减持、持股,"5%、101,196,554股、9.89%、22日、19日",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于持股5%以上股东减持股份预披露公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397559.PDF,1225397559,是,1724
2026-06-30,688334,西高院,SH,资本运作,高,100,募集资金、募投,"7,914.4867万股、14.16元、112,069.13万元、6,090.83万元",投行、再融资、并购整合、资金用途和综合金融服务。,中国国际金融股份有限公司关于西安高压电器研究院股份有限公司使用部分募集资金向全资子公司提供借款以实施募投项目的核查意见,https://static.cninfo.com.cn/finalpage/2026-06-30/1225394759.PDF,1225394759,是,3175
2026-06-30,688334,西高院,SH,资本运作,高,100,募集资金,26日、不超过4.87亿元、1日、30日,投行、再融资、并购整合、资金用途和综合金融服务。,关于使用部分闲置募集资金进行现金管理的公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225394748.PDF,1225394748,是,3340
2026-06-30,603139,康惠股份,SH,风险监管,高,100,诉讼,2000000元、35994000元、29日、12日、2128418元,客户风险沟通、合规整改、交易波动和后续披露跟踪。,康惠股份关于诉讼进展暨申请强制执行的公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225396520.PDF,1225396520,是,1751
2026-07-01,600707,彩虹股份,SH,风险监管,高,100,风险提示、异常波动,26日、29日、30日、20%、16日,客户风险沟通、合规整改、交易波动和后续披露跟踪。,彩虹股份股票交易异常波动暨风险提示公告,https://static.cninfo.com.cn/finalpage/2026-07-01/1225400847.PDF,1225400847,是,2469
2026-07-01,600706,曲江文旅,SH,风险监管,高,100,冻结,"66,357,732股、26.02%、3,280,000股、4.94%、1.29%",客户风险沟通、合规整改、交易波动和后续披露跟踪。,西安曲江文化旅游股份有限公司关于控股股东部分股份冻结公告,https://static.cninfo.com.cn/finalpage/2026-07-01/1225401629.PDF,1225401629,是,1336
2026-07-01,688498,源杰科技,SH,风险监管,高,100,风险提示,18日、30日、75.32%、21.48%、30.16%,客户风险沟通、合规整改、交易波动和后续披露跟踪。,陕西源杰半导体科技股份有限公司关于股票交易风险提示公告,https://static.cninfo.com.cn/finalpage/2026-07-01/1225401089.PDF,1225401089,是,2513
2026-06-30,600080,金花股份,SH,风险监管,高,100,问询,22日、6.28亿元、4.8亿元、4.93亿元、1.23亿元,客户风险沟通、合规整改、交易波动和后续披露跟踪。,国金证券股份有限公司关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函之核查意见,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397189.PDF,1225397189,是,6236
2026-06-30,688550,瑞联新材,SH,资本运作,高,96,上市,"2,223,678股、2日、26日",投行、再融资、并购整合、资金用途和综合金融服务。,关于2024年限制性股票激励计划首次授予部分第二个归属期及预留授予部分第一个归属期归属结果暨股份上市的公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397314.PDF,1225397314,是,6282
2026-07-01,688122,西部超导,SH,资本运作,高,96,上市,"29,600,000股、34.82%、25日",投行、再融资、并购整合、资金用途和综合金融服务。,关于控股子公司西安聚能超导磁体科技股份有限公司申请向不特定合格投资者公开发行股票并在北京证券交易所上市进展的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-01/1225398423.PDF,1225398423,是,997
2026-06-30,688334,西高院,SH,资本运作,高,96,募集资金,"7,914.4867万股、14.16元、112,069.13万元",投行、再融资、并购整合、资金用途和综合金融服务。,中国国际金融股份有限公司关于西安高压电器研究院股份有限公司使用部分闲置募集资金进行现金管理的核查意见,https://static.cninfo.com.cn/finalpage/2026-06-30/1225394750.PDF,1225394750,是,3499
2026-06-30,688334,西高院,SH,资本运作,高,96,募集资金,"7,914.4867万股、14.16元、112,069.13万元",投行、再融资、并购整合、资金用途和综合金融服务。,中国国际金融股份有限公司关于西安高压电器研究院股份有限公司部分募集资金投资项目结项及部分募集资金投资项目延期的核查意见,https://static.cninfo.com.cn/finalpage/2026-06-30/1225394749.PDF,1225394749,是,7793
