date,code,company,businessViews,secondaryTags,fallbackFlags,readDecision,score,evidenceLevel,numbers,businessAction,followTarget,title,url,announcementId,hasText,textChars,evidenceSnippet
2026-06-30,000564,供销大集,资金与财务、风险沟通,关联资金、债务违约,数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,60%、33%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于参与竞拍国投农产品供应链（北京）有限公司60%股权进展的公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397101.PDF,1225397101,是,3240,"权交易合同》及《交易备忘录》，成交价格为挂牌转让底价9,977.76万元，本次交易不构成关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组或重组上市，无需提交公司股东会审议，详见公司2026年5月13日《关于参与竞拍国投农产品 / 披露的《国投农产品供应链（北京）有限公司2025、2024年度审计报告》。国投农产品不是失信被执行人。国投农产品章程或其他文件中不存在法律法规之外其他限制股东权利的条款。本次交易标的为国投农产品60%股权，其权属清晰，不存在质押或者其他第三"
2026-06-30,300397,天和防务,资本运作、风险沟通,定增/再融资、监管问询,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,21.83%、26.00%、21.80%、30.39%、28.63%、20.37%、28.30%、25.54%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,关于西安天和防务技术股份有限公司申请向特定对象发行股票审核问询函中有关财务事项的说明,https://static.cninfo.com.cn/finalpage/2026-06-30/1225399504.PDF,1225399504,是,202675,书复印件……………第188—189页第1页共189页关于西安天和防务技术股份有限公司申请向特定对象发行股票审核问询函中有关财务事项的说明天健函〔2026〕2-73号深圳证券交易所：我们已对《关于西安天和防务技术股份有限公司申请向特定对象发行股票的审核 / …………第188—189页第1页共189页关于西安天和防务技术股份有限公司申请向特定对象发行股票审核问询函中有关财务事项的说明天健函〔2026〕2-73号深圳证券交易所：我们已对《关于西安天和防务技术股份有限公司申请向特定对象发行股票的审核问询
2026-06-30,300397,天和防务,资本运作、风险沟通,定增/再融资、监管问询,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,21.83%、26.00%、21.80%、30.39%、28.63%、20.37%、28.30%、25.54%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,关于西安天和防务技术股份有限公司申请向特定对象发行股票的审核问询函回复（修订稿）,https://static.cninfo.com.cn/finalpage/2026-06-30/1225399499.PDF,1225399499,是,201970,"TechnologyCo.,Ltd.（注册地址：陕西省西安市高新区西部大道158号）申请向特定对象发行股票的审核问询函回复（修订稿）保荐机构（主承销商）保荐人（主承销商）：西部证券股份有限公司（陕西省西安市新城区东新街319号8幢10000室）二〇二 / ologyCo.,Ltd.（注册地址：陕西省西安市高新区西部大道158号）申请向特定对象发行股票的审核问询函回复（修订稿）保荐机构（主承销商）保荐人（主承销商）：西部证券股份有限公司（陕西省西安市新城区东新街319号8幢10000室）二〇二六年"
2026-07-01,603139,康惠股份,资金与财务、经营与产业,关联资金、重大合同,数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,"50,599,242.18元、29,533,852.18元、21,065,390元、12个月、30日、10,000万元、31日、100%",跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,康惠股份关于全资子公司项目中标暨关联交易的公告,https://static.cninfo.com.cn/finalpage/2026-07-01/1225400737.PDF,1225400737,是,6688,简称：康惠股份公告编号：2026-057陕西康惠制药股份有限公司关于全资子公司项目中标暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内容提示： / 9证券简称：康惠股份公告编号：2026-057陕西康惠制药股份有限公司关于全资子公司项目中标暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要
2026-06-30,600080,金花股份,风险沟通、业绩与分红,监管问询、定期报告,数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,22日、6.28亿元、4.8亿元、1.23亿元、4.7亿元、607.85万元、1163.86万元、27.62%,跟踪监管进展、交易风险、诉讼债务、非标意见和客户风险沟通。,董秘办 / 合规风控 / 控股股东 / 财务负责人,国金证券股份有限公司关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函之核查意见,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397189.PDF,1225397189,是,6236,国金证券股份有限公司关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函之核查意见上海证券交易所：贵局2026年5月22日下发《关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函》（上证公函【2026 / 国金证券股份有限公司关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函之核查意见上海证券交易所：贵局2026年5月22日下发《关于金花企业（集团）股份有限公司2025年年度报告的信息披露监管问询函》
2026-06-30,600080,金花股份,风险沟通、业绩与分红,监管问询、定期报告,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,100,PDF正文数字已核验,"24%、4.831%、28万元、210万元、1,900万元、1,700万元",跟踪监管进展、交易风险、诉讼债务、非标意见和客户风险沟通。,董秘办 / 合规风控 / 控股股东 / 财务负责人,金花企业（集团）股份有限公司关于上海证券交易所对公司2025年年度报告的信息披露监管问询函的回复公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225397191.PDF,1225397191,是,27166,33金花企业（集团）股份有限公司关于上海证券交易所对公司2025年年度报告的信息披露监管问询函的回复公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。金花 / 花编号：临2026-033金花企业（集团）股份有限公司关于上海证券交易所对公司2025年年度报告的信息披露监管问询函的回复公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担
2026-06-30,688269,凯立新材,资金与财务,关联资金,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,2.632%、1.282%、1%、78.947%、5.263%、100%、89.744%、2.564%,跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于参股公司增资扩股及公司放弃优先认购权暨关联交易的公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225394574.PDF,1225394574,是,7944,9证券简称：凯立新材公告编号：2026-015关于参股公司增资扩股及公司放弃优先认购权暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。重要内容提示：
2026-06-30,301357,北方长龙,经营与产业,对外投资,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,50%、10%,跟踪产业扩张、重大合同、对外投资、子公司变化和经营现金流影响。,董秘办 / 业务负责人 / 财务负责人,重大投资决策管理办法,https://static.cninfo.com.cn/finalpage/2026-06-30/1225396054.PDF,1225396054,是,4164,决策管理办法第一章总则第一条为规范北方长龙新材料技术股份有限公司（以下简称“公司”）重大对外投资行为，降低对外投资风险，提高对外投资效益，合理、有效的使用资金，根据《中华人民共和国公司法》《中华人民共和国证券法》《深圳证券交易所创业板股票上市规
2026-06-30,300397,天和防务,资金与财务,担保,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,"100%、22日、15日、人民币160,000万元、70%、人民币4,500万元、人民币154,500万元、人民币1,000万元",跟踪现金管理、融资安排、担保敞口、授信和资金沉淀机会。,财务负责人 / 资金部 / 董秘办,关于为控股子公司提供担保的进展公告,https://static.cninfo.com.cn/finalpage/2026-06-30/1225399497.PDF,1225399497,是,2836,简称：天和防务公告编号：2026-035西安天和防务技术股份有限公司关于为控股子公司提供担保的进展公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。特别风险提示：截至本公告披露日，西安天和防务
2026-06-30,300397,天和防务,资本运作,定增/再融资,长文档待精读、数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,80%、30%、65%、10.58%、34.89%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,西安天和防务技术股份有限公司2024年度向特定对象发行股票募集说明书（修订稿）,https://static.cninfo.com.cn/finalpage/2026-06-30/1225399498.PDF,1225399498,是,230560,"nologyCo.,Ltd.（注册地址：陕西省西安市高新区西部大道158号）2024年度向特定对象发行股票募集说明书（修订稿）保荐机构（主承销商）保荐人（主承销商）：西部证券股份有限公司（陕西省西安市新城区东新街319号8幢10000室）二〇二六年六 / yCo.,Ltd.（注册地址：陕西省西安市高新区西部大道158号）2024年度向特定对象发行股票募集说明书（修订稿）保荐机构（主承销商）保荐人（主承销商）：西部证券股份有限公司（陕西省西安市新城区东新街319号8幢10000室）二〇二六年六月西"
