date,code,company,market,category,level,score,matched,numbers,attention,title,url,announcementId,hasText,textChars
2026-07-22,300775,三角防务,SZ,股东变动,高,100,减持、一致行动、持股,"5%、30日、63.53万股、3个月、不超过270,000股",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于持股5%以上股东的一致行动人股份减持计划期限届满暨实施情况的公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225437223.PDF,1225437223,是,1702
2026-07-22,688550,瑞联新材,SH,股东变动,高,100,质押、解除质押,"8,722,736股、4.95%、2,290,000股、4,710,000股、54.00%",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于股东部分股份解除质押的公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225435414.PDF,1225435414,是,958
2026-07-22,920098,科隆新材,BJ,股东变动,高,100,权益变动、持股,"5%、22日、8日、21日、1,368,395股",开户、减持服务、股东关系维护、质押风险和财富管理触达。,关于持股5%以上股东权益变动触及5%整数倍的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436726.PDF,1225436726,是,1268
2026-07-22,688333,铂力特,SH,股东变动,高,100,一致行动,"21日、22日、45,041,825股、16.42%、11,189,634股",开户、减持服务、股东关系维护、质押风险和财富管理触达。,西安铂力特增材技术股份有限公司关于公司实际控制人续签一致行动人协议的公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225435029.PDF,1225435029,是,1240
2026-07-22,600879,航天电子,SH,资本运作,高,100,募集资金、补充流动资金,"21日、63,550万元、不超过23.39亿元、不超过12个月、16日",投行、再融资、并购整合、资金用途和综合金融服务。,航天时代电子技术股份有限公司关于归还用于暂时补充流动资金的闲置募集资金的公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225434865.PDF,1225434865,是,1028
2026-07-21,688783,西安奕材-U,SH,资本运作,高,100,上市,"537,800,000股、28日、4,037,800,000股、3,873,182,414股",投行、再融资、并购整合、资金用途和综合金融服务。,中信证券股份有限公司关于西安奕斯伟材料科技股份有限公司首次公开发行网下配售限售股上市流通的核查意见,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433084.PDF,1225433084,是,2590
2026-07-21,688783,西安奕材-U,SH,资本运作,高,100,上市,"83,722,450股、2.07%、28日、537,800,000股、4,037,800,000股",投行、再融资、并购整合、资金用途和综合金融服务。,关于首次公开发行网下配售限售股上市流通的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433109.PDF,1225433109,是,2533
2026-07-22,600302,标准股份,SH,风险监管,高,100,异常波动,17日、20日、21日、20%,客户风险沟通、合规整改、交易波动和后续披露跟踪。,标准股份股票交易异常波动公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225435419.PDF,1225435419,是,1966
2026-07-22,000659,珠海中富,SZ,风险监管,高,100,诉讼,22日、21日、1799.9万元、16.33%、约837.3万元,客户风险沟通、合规整改、交易波动和后续披露跟踪。,关于累计诉讼情况的公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225435300.PDF,1225435300,是,3769
2026-07-22,920098,科隆新材,BJ,资本运作,高,96,募集资金,"12日、16,000万元、不超过12个月",投行、再融资、并购整合、资金用途和综合金融服务。,关于使用部分闲置募集资金进行现金管理的进展公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436773.PDF,1225436773,是,4102
2026-07-21,688150,莱特光电,SH,资本运作,高,96,可转换公司债券,14日、1日、2日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于调整向不特定对象发行可转换公司债券方案的公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433303.PDF,1225433303,是,1602
2026-07-21,920519,万德股份,BJ,股东变动,高,92,增持、持股,8940.9062%、6个月,开户、减持服务、股东关系维护、质押风险和财富管理触达。,股东首次增持股份暨增持计划实施进展公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225434795.PDF,1225434795,是,1041
2026-07-22,920098,科隆新材,BJ,股东变动,高,92,权益变动,5.0000%、22日,开户、减持服务、股东关系维护、质押风险和财富管理触达。,简式权益变动报告书,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436725.PDF,1225436725,是,4872
2026-07-21,688150,莱特光电,SH,资本运作,高,92,可转换公司债券,14日、1日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于向不特定对象发行可转换公司债券预案及相关文件修订情况说明的公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433300.PDF,1225433300,是,1795
2026-07-21,688150,莱特光电,SH,资本运作,高,92,可转换公司债券,20日、21日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于向不特定对象发行可转换公司债券预案（二次修订稿）披露的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433306.PDF,1225433306,是,670
2026-07-22,688150,莱特光电,SH,资本运作,高,88,可转换公司债券,30日,投行、再融资、并购整合、资金用途和综合金融服务。,关于陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券的审核中心意见落实函之回复报告（豁免版）,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436427.PDF,1225436427,是,45624
2026-07-22,688150,莱特光电,SH,资本运作,高,88,可转换公司债券,30日,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司关于向不特定对象发行可转换公司债券的审核中心意见落实函回复及募集说明书等申请文件更新的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436425.PDF,1225436425,是,789
2026-07-21,688150,莱特光电,SH,资本运作,高,88,可转换公司债券、募集资金,"52,477.98万元",投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订稿）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433314.PDF,1225433314,是,12325
2026-07-22,688150,莱特光电,SH,资本运作,高,88,可转换公司债券,688150股,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券的证券募集说明书（上会稿）,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436426.PDF,1225436426,是,313847
2026-07-21,688150,莱特光电,SH,资本运作,高,88,可转换公司债券,688150股,投行、再融资、并购整合、资金用途和综合金融服务。,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券预案（二次修订稿）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433311.PDF,1225433311,是,30296
2026-07-22,688150,莱特光电,SH,资本运作,高,84,可转换公司债券、上市,,投行、再融资、并购整合、资金用途和综合金融服务。,中信证券股份有限公司关于陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券之上市保荐书,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436430.PDF,1225436430,是,31202
2026-07-22,688150,莱特光电,SH,资本运作,高,84,可转换公司债券,,投行、再融资、并购整合、资金用途和综合金融服务。,中信证券股份有限公司关于陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券之发行保荐书,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436428.PDF,1225436428,是,39736
2026-07-22,688150,莱特光电,SH,资本运作,高,84,可转换公司债券,,投行、再融资、并购整合、资金用途和综合金融服务。,北京市中伦律师事务所关于陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券的法律意见书,https://static.cninfo.com.cn/finalpage/2026-07-22/1225436429.PDF,1225436429,是,88063
