date,code,company,businessViews,secondaryTags,fallbackFlags,readDecision,score,evidenceLevel,numbers,businessAction,followTarget,title,url,announcementId,hasText,textChars,evidenceSnippet
2026-07-21,600343,航天动力,治理关系,章程治理,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,1%、5%,更新关键联系人，关注治理结构、章程制度和后续资本市场沟通口径。,董秘办 / 证券事务代表 / 财务负责人 / 管理层,独立董事候选人声明与承诺（周龙）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225432077.PDF,1225432077,是,2223,独立董事候选人声明与承诺本人周龙，已充分了解并同意由提名人陕西航天动力高科技股份有限公司董事会提名为陕西航天动力高科技股份有限公司第八届董事会独立董事候选人
2026-07-21,600343,航天动力,治理关系,章程治理,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,1%、5%,更新关键联系人，关注治理结构、章程制度和后续资本市场沟通口径。,董秘办 / 证券事务代表 / 财务负责人 / 管理层,独立董事提名人声明与承诺（周龙）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225432067.PDF,1225432067,是,2085,1独立董事提名人声明与承诺提名人陕西航天动力高科技股份有限公司董事会，现提名周龙为陕西航天动力高科技股份有限公司第八届董事会独立董事候选人，并已充分了解被提名
2026-07-21,688150,莱特光电,资本运作,可转债,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,0%、10%、20%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西莱特光电材料股份有限公司关于公司向不特定对象发行可转换公司债券摊薄即期回报、采取填补措施及相关主体承诺（二次修订稿）的公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433312.PDF,1225433312,是,8566,：莱特光电公告编号：2026-037陕西莱特光电材料股份有限公司关于公司向不特定对象发行可转换公司债券摊薄即期回报、采取填补措施及相关主体承诺（二次修订稿）的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内
2026-07-21,688783,西安奕材-U,股东服务,限售解禁,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,2.07%、60%、45%、25%、0.51%、9个月,跟踪开户、减持路径、质押风险、股东资金安排和财富管理触达。,控股股东 / 5%以上股东 / 董秘办,中信证券股份有限公司关于西安奕斯伟材料科技股份有限公司首次公开发行网下配售限售股上市流通的核查意见,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433084.PDF,1225433084,是,2590,1中信证券股份有限公司关于西安奕斯伟材料科技股份有限公司首次公开发行网下配售限售股上市流通的核查意见中信证券股份有限公司（以下简称“中信证券”“保荐人”）作为西安奕斯伟材料科技股份有限公司（以下简称“西安奕材”“公司”）首次公开发 / 1中信证券股份有限公司关于西安奕斯伟材料科技股份有限公司首次公开发行网下配售限售股上市流通的核查意见中信证券股份有限公司（以下简称“中信证券”“保荐人”）作为西安奕斯伟材料科技股份有限公司（以下简称“西安奕材”“公司”）首次公开发行股票并
2026-07-21,688783,西安奕材-U,股东服务,限售解禁,数字异常事项、关联交易/复杂交易,必须精读,77,PDF正文数字已核验,"83,722,450股、2.07%、60%、45%、25%、0.51%",跟踪开户、减持路径、质押风险、股东资金安排和财富管理触达。,控股股东 / 5%以上股东 / 董秘办,关于首次公开发行网下配售限售股上市流通的提示性公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433109.PDF,1225433109,是,2533,西安奕材公告编号：2026-023西安奕斯伟材料科技股份有限公司关于首次公开发行网下配售限售股上市流通的提示性公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责 / 材公告编号：2026-023西安奕斯伟材料科技股份有限公司关于首次公开发行网下配售限售股上市流通的提示性公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。重要
2026-07-21,600343,航天动力,风险沟通,债务违约,数字异常事项、关联交易/复杂交易,必须精读,67,PDF正文数字已核验,5%,跟踪监管进展、交易风险、诉讼债务、非标意见和客户风险沟通。,董秘办 / 合规风控 / 控股股东 / 财务负责人,航天动力第八届董事会第十八次会议决议公告,https://static.cninfo.com.cn/finalpage/2026-07-21/1225432064.PDF,1225432064,是,1938,市公司自律监管指引第1号—规范运作》中规定的不得担任公司董事、高级管理人员的情形，亦不是失信被执行人，符合《公司章程》及相关法律、法规和规定要求的任职条件。二、独立董事简历周龙，1965年5月出生，汉族，中共党员，本科，会计学教授。历任西安
2026-07-21,600343,航天动力,未归类,,未覆盖高价值事项、低价值固定披露,必须精读,15,PDF正文数字已核验,6日,保留底稿，结合公告原文判断是否进入正式早报。,董秘办,航天动力关于召开2026年第一次临时股东会的通知,https://static.cninfo.com.cn/finalpage/2026-07-21/1225432081.PDF,1225432081,是,2682,内容的真实性、准确性和完整性承担法律责任。重要内容提示：股东会召开日期：2026年8月6日本次股东会采用的网络投票系统：上海证券交易所股东会网络投票系统一、召开会议的基本情况(一)股东会类型和届次2026年第一次临时股东会(二)股东会召
2026-07-21,688150,莱特光电,资本运作,可转债、募投/补流,数字异常事项,建议精读,73,PDF正文数字已核验,4.7%、47%、1.4%、17.9%、54%、50.6%、26%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订稿）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433314.PDF,1225433314,是,12325,"TERIALCO.,LTD.（陕西省西安市高新区隆丰路99号3幢3号楼）向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订稿）二零二六年七月陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订 / O.,LTD.（陕西省西安市高新区隆丰路99号3幢3号楼）向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订稿）二零二六年七月陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券募集资金使用可行性分析报告（二次修订稿）1（"
2026-07-21,688150,莱特光电,资本运作,募投/补流,数字异常事项,建议精读,65,PDF正文数字已核验,4.7%、47%、1.4%、17.9%、54%、50.6%、26%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西莱特光电材料股份有限公司关于本次募集资金投向属于科技创新领域的说明（二次修订稿）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433315.PDF,1225433315,是,13914,陕西莱特光电材料股份有限公司关于本次募集资金投向属于科技创新领域的说明（二次修订稿）1陕西莱特光电材料股份有限公司关于本次募集资金投向属于科技创新领域的说明（二次修订稿）陕西莱特光电材料股份有
2026-07-21,688150,莱特光电,资本运作,可转债,数字异常事项,建议精读,65,PDF正文数字已核验,12.66%、15.76%、14.78%、50%,跟踪审批节点、交易作价、资金用途、募投变化和投行协同机会。,董秘办 / 财务负责人 / 投融资负责人,陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券的论证分析报告（二次修订稿）,https://static.cninfo.com.cn/finalpage/2026-07-21/1225433307.PDF,1225433307,是,14398,（陕西省西安市高新区隆丰路99号3幢3号楼）陕西莱特光电材料股份有限公司向不特定对象发行可转换公司债券方案的论证分析报告（二次修订稿）1陕西莱特光电材料股份有限公司（以下简称“莱特光电”或“公司”）是在上海证券交易所科创板上市的公司。为满足公司业务发
